,bank,year,keyword,segment,count
0,VBB-VietBank,2019,Big Data,Big Data,0
0,VBB-VietBank,2019,Khoa học dữ liệu,Data mining,0
0,VBB-VietBank,2019,Máy học,Data mining,0
0,VBB-VietBank,2019,Data mining,Data mining,0
0,VBB-VietBank,2019,Mô hình dữ liệu,Data visualization,0
0,VBB-VietBank,2019,Dữ liệu và phân tích,Data visualization,0
0,VBB-VietBank,2019,phân tích dữ liệu,Data visualization,0
0,VBB-VietBank,2019,Data visualization,Data visualization,0
0,VBB-VietBank,2019,Thanh toán trực tuyến,Online Payment,0
0,VBB-VietBank,2019,Chuyển tiền trên kênh số,Online Payment,0
0,VBB-VietBank,2019,Thanh toán không tiếp xúc,Online Payment,1
0,VBB-VietBank,2019,Thanh toán điện tử,Online Payment,0
0,VBB-VietBank,2019,Thanh toán ECOM,Online Payment,0
0,VBB-VietBank,2019,Giao dịch công nghệ số,Online Payment,0
0,VBB-VietBank,2019,Giao dịch trực tuyến,Online Payment,0
0,VBB-VietBank,2019,Dịch vụ trực tuyến,Online Payment,0
0,VBB-VietBank,2019,Online Payment,Online Payment,0
0,VBB-VietBank,2019,Chuyển tiền qua số điện thoại,Mobile Payment,0
0,VBB-VietBank,2019,Mobile Payment,Mobile Payment,0
0,VBB-VietBank,2019,SMS,Mobile Payment,1
0,VBB-VietBank,2019,QR Code,QR code payment,0
0,VBB-VietBank,2019,mã QR,QR code payment,0
0,VBB-VietBank,2019,VietQR,QR code payment,0
0,VBB-VietBank,2019,Không dùng tiền mặt,Digital wallet,0
0,VBB-VietBank,2019,Ví điện tử,Digital wallet,0
0,VBB-VietBank,2019,Tài khoản trực tuyến,Digital wallet,0
0,VBB-VietBank,2019,Digital wallet,Digital wallet,0
0,VBB-VietBank,2019,Tiền gửi có kỳ hạn trực tuyến,Online loan,0
0,VBB-VietBank,2019,vay mua nhà trực tuyến,Online loan,0
0,VBB-VietBank,2019,Online loan,Online loan,0
0,VBB-VietBank,2019,Ngoại hối online,Online finance,0
0,VBB-VietBank,2019,Online finance,Online finance,0
0,VBB-VietBank,2019,smart contract,Lending platform,0
0,VBB-VietBank,2019,Hợp đồng thông minh,Lending platform,0
0,VBB-VietBank,2019,e-form,Lending platform,0
0,VBB-VietBank,2019,Lending platform,Lending platform,0
0,VBB-VietBank,2019,Inclusive credit,Inclusive credit,0
0,VBB-VietBank,2019,Customer portrait,Customer portrait,0
0,VBB-VietBank,2019,Mô hình hành vi,Customer portrait,0
0,VBB-VietBank,2019,mô hình VaR,Predictive model,0
0,VBB-VietBank,2019,Mô hình đo lường rủi ro,Predictive model,0
